REF_DATE,GEO,Violations and calls for service,VALUE
20-Sep,"York Region, Ontario, municipal [35335]","Breaking and entering, non-residential",45
20-Sep,"York Region, Ontario, municipal [35335]","Breaking and entering, residential",74
20-Sep,"York Region, Ontario, municipal [35335]",Breaking and entering where location type is unknown,0
20-Sep,"York Region, Ontario, municipal [35335]",Motor vehicle theft [2135],205
20-Sep,"York Region, Ontario, municipal [35335]",Shoplifting [213],188
20-Sep,"York Region, Ontario, municipal [35335]",Fraud/identity theft/identity fraud [216],389
20-Sep,"York Region, Ontario, municipal [35335]",Fail to comply with order [3410],118
20-Sep,"York Region, Ontario, municipal [35335]","Impaired driving, operating while impaired [923]",119
20-Sep,"York Region, Ontario, municipal [35335]",Provincial/Territorial acts related to COVID-19,1
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, domestic disturbances / disputes",732
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, Mental Health Act (MHA) apprehension",
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, mental health - other",258
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, suicide/attempted suicide",102
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, overdose",
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, child welfare check",
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, check welfare - general",562
20-Sep,"York Region, Ontario, municipal [35335]","Calls for service, child custody matter - domestic",15
20-Sep,Ontario Provincial Police [35C01],"Total assaults (levels 1, 2, 3) [141]",833
20-Sep,Ontario Provincial Police [35C01],"Assaults by non-family (levels 1, 2, 3)",655
20-Sep,Ontario Provincial Police [35C01],"Assaults by family (levels 1, 2, 3)",178
20-Sep,Ontario Provincial Police [35C01],Assaults where relationship type is unknown,0
20-Sep,Ontario Provincial Police [35C01],"Total sexual assaults (levels 1, 2, 3) [131]",144
20-Sep,Ontario Provincial Police [35C01],"Sexual assaults by non-family (levels 1, 2, 3)",122
20-Sep,Ontario Provincial Police [35C01],"Sexual assaults by family (levels 1, 2, 3)",22
20-Sep,Ontario Provincial Police [35C01],Sexual assaults where relationship type is unknown,0
20-Sep,Ontario Provincial Police [35C01],Assault against peace or public officer (level 1) [1460],45
20-Sep,Ontario Provincial Police [35C01],Uttering threats [1627],228
20-Sep,Ontario Provincial Police [35C01],Uttering threats by non-family,207
20-Sep,Ontario Provincial Police [35C01],Uttering threats by family,21
20-Sep,Ontario Provincial Police [35C01],Uttering threats where relationship type is unknown,0
20-Sep,Ontario Provincial Police [35C01],Total robbery [160],15
20-Sep,Ontario Provincial Police [35C01],"Dangerous operation, causing death or bodily harm [911]",12
20-Sep,Ontario Provincial Police [35C01],"Impaired driving, causing death or bodily harm [921]",3
20-Sep,Ontario Provincial Police [35C01],Total breaking and entering [210],364
20-Sep,Ontario Provincial Police [35C01],"Breaking and entering, non-residential",123
20-Sep,Ontario Provincial Police [35C01],"Breaking and entering, residential",241
20-Sep,Ontario Provincial Police [35C01],Breaking and entering where location type is unknown,0
20-Sep,Ontario Provincial Police [35C01],Motor vehicle theft [2135],205
20-Sep,Ontario Provincial Police [35C01],Shoplifting [213],142
20-Sep,Ontario Provincial Police [35C01],Fraud/identity theft/identity fraud [216],615
20-Sep,Ontario Provincial Police [35C01],Fail to comply with order [3410],469
20-Sep,Ontario Provincial Police [35C01],"Impaired driving, operating while impaired [923]",428
20-Sep,Ontario Provincial Police [35C01],Provincial/Territorial acts related to COVID-19,9
20-Sep,Ontario Provincial Police [35C01],"Calls for service, domestic disturbances / disputes",2538
20-Sep,Ontario Provincial Police [35C01],"Calls for service, Mental Health Act (MHA) apprehension",962
20-Sep,Ontario Provincial Police [35C01],"Calls for service, mental health - other",
20-Sep,Ontario Provincial Police [35C01],"Calls for service, suicide/attempted suicide",836
20-Sep,Ontario Provincial Police [35C01],"Calls for service, overdose",
20-Sep,Ontario Provincial Police [35C01],"Calls for service, child welfare check",
20-Sep,Ontario Provincial Police [35C01],"Calls for service, check welfare - general",
20-Sep,Ontario Provincial Police [35C01],"Calls for service, child custody matter - domestic",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Total assaults (levels 1, 2, 3) [141]",446
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Assaults by non-family (levels 1, 2, 3)",393
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Assaults by family (levels 1, 2, 3)",53
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Assaults where relationship type is unknown,0
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Total sexual assaults (levels 1, 2, 3) [131]",36
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by non-family (levels 1, 2, 3)",30
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Sexual assaults by family (levels 1, 2, 3)",6
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Sexual assaults where relationship type is unknown,0
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Assault against peace or public officer (level 1) [1460],10
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Uttering threats [1627],54
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by non-family,45
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Uttering threats by family,9
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Uttering threats where relationship type is unknown,0
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Total robbery [160],153
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Dangerous operation, causing death or bodily harm [911]",10
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, causing death or bodily harm [921]",0
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Total breaking and entering [210],421
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, non-residential",263
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Breaking and entering, residential",158
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Breaking and entering where location type is unknown,0
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Motor vehicle theft [2135],237
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Shoplifting [213],344
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Fraud/identity theft/identity fraud [216],313
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Fail to comply with order [3410],247
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Impaired driving, operating while impaired [923]",33
20-Sep,"Winnipeg, Manitoba, municipal [46064]",Provincial/Territorial acts related to COVID-19,0
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, domestic disturbances / disputes",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, Mental Health Act (MHA) apprehension",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, mental health - other",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, suicide/attempted suicide",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, overdose",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child welfare check",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, check welfare - general",
20-Sep,"Winnipeg, Manitoba, municipal [46064]","Calls for service, child custody matter - domestic",
20-Sep,"Regina, Saskatchewan, municipal [47063]","Total assaults (levels 1, 2, 3) [141]",140
20-Sep,"Regina, Saskatchewan, municipal [47063]","Assaults by non-family (levels 1, 2, 3)",109
20-Sep,"Regina, Saskatchewan, municipal [47063]","Assaults by family (levels 1, 2, 3)",26
20-Sep,"Regina, Saskatchewan, municipal [47063]",Assaults where relationship type is unknown,5
20-Sep,"Regina, Saskatchewan, municipal [47063]","Total sexual assaults (levels 1, 2, 3) [131]",19
20-Sep,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by non-family (levels 1, 2, 3)",16
20-Sep,"Regina, Saskatchewan, municipal [47063]","Sexual assaults by family (levels 1, 2, 3)",3
20-Sep,"Regina, Saskatchewan, municipal [47063]",Sexual assaults where relationship type is unknown,0
20-Sep,"Regina, Saskatchewan, municipal [47063]",Assault against peace or public officer (level 1) [1460],5
20-Sep,"Regina, Saskatchewan, municipal [47063]",Uttering threats [1627],17
20-Sep,"Regina, Saskatchewan, municipal [47063]",Uttering threats by non-family,16
20-Sep,"Regina, Saskatchewan, municipal [47063]",Uttering threats by family,1
20-Sep,"Regina, Saskatchewan, municipal [47063]",Uttering threats where relationship type is unknown,0
20-Sep,"Regina, Saskatchewan, municipal [47063]",Total robbery [160],15
20-Sep,"Regina, Saskatchewan, municipal [47063]","Dangerous operation, causing death or bodily harm [911]",0
20-Sep,"Regina, Saskatchewan, municipal [47063]","Impaired driving, causing death or bodily harm [921]",0
20-Sep,"Regina, Saskatchewan, municipal [47063]",Total breaking and entering [210],146
20-Sep,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, non-residential",96
20-Sep,"Regina, Saskatchewan, municipal [47063]","Breaking and entering, residential",50
20-Sep,"Regina, Saskatchewan, municipal [47063]",Breaking and entering where location type is unknown,0
20-Sep,"Regina, Saskatchewan, municipal [47063]",Motor vehicle theft [2135],63
20-Sep,"Regina, Saskatchewan, municipal [47063]",Shoplifting [213],98
20-Sep,"Regina, Saskatchewan, municipal [47063]",Fraud/identity theft/identity fraud [216],63
20-Sep,"Regina, Saskatchewan, municipal [47063]",Fail to comply with order [3410],87
20-Sep,"Regina, Saskatchewan, municipal [47063]","Impaired driving, operating while impaired [923]",35
20-Sep,"Regina, Saskatchewan, municipal [47063]",Provincial/Territorial acts related to COVID-19,245
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, domestic disturbances / disputes",392
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, Mental Health Act (MHA) apprehension",45
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, mental health - other",55
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, suicide/attempted suicide",33
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, overdose",14
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, child welfare check",
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, check welfare - general",
20-Sep,"Regina, Saskatchewan, municipal [47063]","Calls for service, child custody matter - domestic",
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Total assaults (levels 1, 2, 3) [141]",175
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Assaults by non-family (levels 1, 2, 3)",155
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Assaults by family (levels 1, 2, 3)",20
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Assaults where relationship type is unknown,0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Total sexual assaults (levels 1, 2, 3) [131]",29
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Sexual assaults by non-family (levels 1, 2, 3)",26
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Sexual assaults by family (levels 1, 2, 3)",3
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Sexual assaults where relationship type is unknown,0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Assault against peace or public officer (level 1) [1460],10
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats [1627],17
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats by non-family,14
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats by family,3
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Uttering threats where relationship type is unknown,0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Total robbery [160],23
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Dangerous operation, causing death or bodily harm [911]",0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Impaired driving, causing death or bodily harm [921]",0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Total breaking and entering [210],238
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Breaking and entering, non-residential",141
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Breaking and entering, residential",97
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Breaking and entering where location type is unknown,0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Motor vehicle theft [2135],68
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Shoplifting [213],109
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Fraud/identity theft/identity fraud [216],167
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Fail to comply with order [3410],303
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Impaired driving, operating while impaired [923]",29
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]",Provincial/Territorial acts related to COVID-19,0
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, domestic disturbances / disputes",644
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, Mental Health Act (MHA) apprehension",
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, mental health - other",48
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, suicide/attempted suicide",205
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, overdose",23
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, child welfare check",
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, check welfare - general",
20-Sep,"Saskatoon, Saskatchewan, municipal [47066]","Calls for service, child custody matter - domestic",
20-Sep,"Calgary, Alberta, municipal [48014]","Total assaults (levels 1, 2, 3) [141]",600
20-Sep,"Calgary, Alberta, municipal [48014]","Assaults by non-family (levels 1, 2, 3)",327
20-Sep,"Calgary, Alberta, municipal [48014]","Assaults by family (levels 1, 2, 3)",273
20-Sep,"Calgary, Alberta, municipal [48014]",Assaults where relationship type is unknown,0
20-Sep,"Calgary, Alberta, municipal [48014]","Total sexual assaults (levels 1, 2, 3) [131]",76
20-Sep,"Calgary, Alberta, municipal [48014]","Sexual assaults by non-family (levels 1, 2, 3)",51
20-Sep,"Calgary, Alberta, municipal [48014]","Sexual assaults by family (levels 1, 2, 3)",25
20-Sep,"Calgary, Alberta, municipal [48014]",Sexual assaults where relationship type is unknown,0
